subscription_id,customer_id,user_id,plan_id,plan_amount,plan_currency,plan_interval,status,created,current_period_start,current_period_end,cancel_at_period_end,canceled_at,trial_start,trial_end,metadata
sub_f0783c878dedc5,cus_29dd58c492b798,7728,price_9c0326176ab4cd,29900,gbp,month,active,2025-01-12 13:59:39.370075,2025-01-12 14:17:39.370075,2025-02-11 14:17:39.370075,False,,,2025-01-12 14:17:39.370075,"{""source"": ""referral"", ""archetype"": ""power_user""}"
sub_81c3942faf79a0,cus_b18ee376a702b8,7738,price_15a7dc0654c85f,2900,Eur,month,active,2025-01-05 23:25:13.123834,2025-01-05 23:28:13.123834,2025-02-04 23:28:13.123834,False,,,2025-01-05 23:28:13.123834,"{""source"": ""referral"", ""archetype"": ""casual_explorer""}"
sub_b389784fc37939,cus_102dbde924b42e,7742,price_3e9ae749a6706f,19900,gbp,month,active,2025-01-14 22:51:15.888847,2025-01-14 22:57:15.888847,2025-02-13 22:57:15.888847,False,,2025-01-04 22:57:15.888847,,"{""source"": ""referral"", ""archetype"": ""enterprise_evaluator""}"
sub_e8fc02cdf414f1,cus_fd782b024c4e9e,7745,price_f48618f47a954a,9900,eur,month,active,2025-01-07 22:05:21.876944,2025-01-07 22:24:21.876944,2025-02-06 22:24:21.876944,False,,2024-12-27 22:24:21.876944,,"{""source"": ""referral"", ""archetype"": ""power_user""}"
sub_20428032864b54,cus_b37601340fd926,7750,price_df6cd4594495f8,29900,Eur,month,active,2025-02-02 19:41:03.854747,2025-02-02 19:49:03.854747,2025-03-04 19:49:03.854747,False,,,2025-02-02 19:49:03.854747,"{""source"": ""google_ads"", ""archetype"": ""enterprise_evaluator""}"
sub_614508b1465534,cus_ebbd04bbbf4853,7754,price_8c9949be00023b,29900,GBP,month,active,2025-02-10 18:23:59.016507,2025-02-10 18:24:59.016507,2025-03-12 18:24:59.016507,False,,,2025-02-10 18:24:59.016507,"{""source"": ""referral"", ""archetype"": ""power_user""}"
sub_4714e46050145c,cus_7c766527441b29,7765,price_81e00069248a97,19900,gbp,month,past_due,2025-03-19 13:52:57.251793,2025-03-19 14:15:57.251793,2025-04-18 14:15:57.251793,False,,,,"{""source"": ""linkedin"", ""archetype"": ""enterprise_evaluator""}"
sub_0c9a78b77ecbf8,cus_bedb7714a52858,7766,price_0736d6c06a632a,4900,usd,month,past_due,2025-01-30 07:11:04.541713,2025-01-30 07:32:04.541713,2025-03-01 07:32:04.541713,False,,2025-01-20 07:32:04.541713,2025-01-30 07:32:04.541713,"{""source"": ""google_ads"", ""archetype"": ""engaged_free""}"
sub_a55e4ecc324f68,cus_84986d647275e3,7781,price_33017da43f7f49,2900,eur,month,active,2025-02-12 01:44:14.374147,2025-02-12 01:56:14.374147,2025-03-14 01:56:14.374147,False,,,2025-02-12 01:56:14.374147,"{""source"": ""referral"", ""archetype"": ""engaged_free""}"
sub_6b3448e73221fc,cus_af98637fb21ba0,7798,price_66f3291ac30ea8,29900,usd,month,active,2025-01-31 04:36:07.878393,2025-01-31 04:50:07.878393,2025-03-02 04:50:07.878393,False,,,,"{""source"": ""partner"", ""archetype"": ""enterprise_evaluator""}"
sub_638d9c5a7e1e97,cus_4f1ab300277cef,7800,price_215ea74cb225ab,19900,Eur,year,active,2025-01-18 06:34:28.926539,2025-01-18 06:35:28.926539,2025-02-17 06:35:28.926539,False,,2025-01-11 06:35:28.926539,,"{""source"": ""google_ads"", ""archetype"": ""enterprise_evaluator""}"
sub_93a1dc1f04b2b0,cus_8f293c22dcbdac,7801,price_17a94c5174ebaf,29900,GBP,year,active,2025-01-22 18:57:52.098076,2025-01-22 19:22:52.098076,2025-02-21 19:22:52.098076,False,,,,"{""source"": ""organic"", ""archetype"": ""enterprise_evaluator""}"
sub_4f467f5248f0d5,cus_597e7bc07e1b37,7802,price_212279d4e70b9a,9900,Eur,month,active,2025-03-21 00:10:30.687705,2025-03-21 00:30:30.687705,2025-04-20 00:30:30.687705,False,,,,"{""source"": ""organic"", ""archetype"": ""power_user""}"
sub_a6258460c0d22a,cus_519f7f03d9ada0,7829,price_186ec36491eff7,9900,USD,month,active,2025-01-04 03:33:20.245320,2025-01-04 03:36:20.245320,2025-02-03 03:36:20.245320,False,,,,"{""source"": ""referral"", ""archetype"": ""power_user""}"
sub_01b65dd78a3398,cus_562881a008023c,7830,price_ac46195a5e44b2,9900,USD,year,canceled,2025-03-05 09:09:37.926884,2025-03-05 09:13:37.926884,2025-04-04 09:13:37.926884,True,2025-03-09 22:50:59.289839,,2025-03-05 09:13:37.926884,"{""source"": ""partner"", ""archetype"": ""power_user""}"
sub_a211703a0dc84f,cus_3e8e0e03a765ba,7834,price_7d653efaca9eb4,29900,USD,month,active,2025-02-14 09:43:32.401625,2025-02-14 10:12:32.401625,2025-03-16 10:12:32.401625,False,,2025-02-04 10:12:32.401625,,"{""source"": ""referral"", ""archetype"": ""power_user""}"
sub_3195efb5b755a0,cus_c87a1de746422f,7836,price_d0803c3392d1dd,19900,usd,year,active,2025-03-01 16:02:25.397152,2025-03-01 16:27:25.397152,2025-03-31 16:27:25.397152,False,,,,"{""source"": ""linkedin"", ""archetype"": ""power_user""}"
sub_93e710ab8a24b8,cus_cb4a72096f8ad5,7848,price_da8b5a8081531a,29900,eur,month,active,2025-01-29 08:26:09.939758,2025-01-29 08:29:09.939758,2025-02-28 08:29:09.939758,False,,2025-01-16 08:29:09.939758,,"{""source"": ""partner"", ""archetype"": ""power_user""}"
sub_d291de16bd8929,cus_c0f2540a5b1a6c,7850,price_d155455ebef672,9900,usd,year,active,2025-01-20 23:11:40.261190,2025-01-20 23:17:40.261190,2025-02-19 23:17:40.261190,False,,,,"{""source"": ""referral"", ""archetype"": ""power_user""}"
sub_43993343b4d8fd,cus_c923e0e71ebd37,7863,price_ecf3179ee026f4,19900,usd,month,active,2025-01-17 13:08:43.213484,2025-01-17 13:29:43.213484,2025-02-16 13:29:43.213484,False,,2025-01-09 13:29:43.213484,,"{""source"": ""linkedin"", ""archetype"": ""enterprise_evaluator""}"
sub_81cd0c7fb86e40,cus_21a4c4a4028ce8,7866,price_bf339390b54807,19900,gbp,year,active,2025-01-12 21:57:18.558517,2025-01-12 22:11:18.558517,2025-02-11 22:11:18.558517,False,,,,"{""source"": ""referral"", ""archetype"": ""enterprise_evaluator""}"
sub_18fac03503fa3e,cus_cad45befd5062b,7877,price_8d30de5553c279,29900,Eur,month,active,2025-01-24 02:31:55.200017,2025-01-24 02:44:55.200017,2025-02-23 02:44:55.200017,False,,,2025-01-24 02:44:55.200017,"{""source"": ""organic"", ""archetype"": ""enterprise_evaluator""}"
sub_490e44c0403fb3,cus_d9e4bf14825974,7880,price_62497f1539ca5a,4900,Eur,month,active,2025-01-31 17:54:48.006365,2025-01-31 18:10:48.006365,2025-03-02 18:10:48.006365,False,,,,"{""source"": ""referral"", ""archetype"": ""engaged_free""}"
sub_9d55a855d8ed1e,cus_5551046e063004,7887,price_9a23b28ea8f86f,2900,Eur,year,active,2025-01-13 15:16:40.791306,2025-01-13 15:39:40.791306,2025-02-12 15:39:40.791306,False,,,,"{""source"": ""partner"", ""archetype"": ""engaged_free""}"
sub_38296d1779f7b1,cus_76b0cc91afec36,7890,price_bd422d6567feca,19900,GBP,year,active,2025-01-10 02:46:10.759518,2025-01-10 03:05:10.759518,2025-02-09 03:05:10.759518,False,,,,"{""source"": ""partner"", ""archetype"": ""enterprise_evaluator""}"
sub_0c26729b47b58a,cus_21c83c56051550,7894,price_d6f59f1dee3284,19900,eur,year,active,2025-01-16 13:00:02.286364,2025-01-16 13:04:02.286364,2025-02-15 13:04:02.286364,False,,,,"{""source"": ""linkedin"", ""archetype"": ""enterprise_evaluator""}"
sub_a647c1a10f8f79,cus_8de3874395177c,7903,price_4ae086eea98e94,19900,eur,month,active,2025-02-02 07:44:53.106517,2025-02-02 07:48:53.106517,2025-03-04 07:48:53.106517,False,,2025-01-25 07:48:53.106517,,"{""source"": ""linkedin"", ""archetype"": ""power_user""}"
sub_dc727a11433f9a,cus_4683615d293be7,7915,price_3cdb4d5f0875c9,19900,Eur,month,active,2025-01-16 01:14:43.565689,2025-01-16 01:38:43.565689,2025-02-15 01:38:43.565689,False,,,,"{""source"": ""organic"", ""archetype"": ""power_user""}"
sub_82a172fff466e5,cus_d23be8a786b535,7918,price_acc98a5ef98ee2,29900,usd,month,active,2025-01-07 16:30:38.879232,2025-01-07 16:49:38.879232,2025-02-06 16:49:38.879232,False,,,,"{""source"": ""organic"", ""archetype"": ""enterprise_evaluator""}"
sub_7dc5489a6b8cad,cus_d8cade539dc73d,7931,price_84b44c221ffaaf,9900,gbp,month,active,2025-01-14 09:18:53.014349,2025-01-14 09:22:53.014349,2025-02-13 09:22:53.014349,False,,,,"{""source"": ""linkedin"", ""archetype"": ""power_user""}"
sub_53e9f304c8c495,cus_3ab61494cf3dd5,7951,price_909608f2cd622f,2900,usd,month,past_due,2025-01-17 10:38:45.322682,2025-01-17 10:43:45.322682,2025-02-16 10:43:45.322682,False,,2025-01-07 10:43:45.322682,,"{""source"": ""organic"", ""archetype"": ""engaged_free""}"
sub_cf046fc8c6d0cf,cus_45eb8e944ae407,7953,price_25b932cc6c887f,2900,USD,month,active,2025-01-16 12:19:16.621436,2025-01-16 12:28:16.621436,2025-02-15 12:28:16.621436,False,,,,"{""source"": ""direct"", ""archetype"": ""engaged_free""}"
sub_de9ac225729bd6,cus_cc2669953b26d2,7958,price_b6e3d2770e21b2,29900,usd,month,active,2025-01-14 03:21:45.375354,2025-01-14 03:46:45.375354,2025-02-13 03:46:45.375354,False,,,,"{""source"": ""partner"", ""archetype"": ""power_user""}"
sub_25ff772b40a35b,cus_05e500c4988c19,7961,price_a6d3521e82a7de,29900,usd,month,active,2025-01-27 19:59:52.865531,2025-01-27 20:28:52.865531,2025-02-26 20:28:52.865531,False,,,,"{""source"": ""referral"", ""archetype"": ""enterprise_evaluator""}"
sub_c0e0e65a0d6726,cus_5f805153afa481,7965,price_8f4b3cac4bb73a,9900,Eur,year,active,2025-03-03 01:27:51.176727,2025-03-03 01:43:51.176727,2025-04-02 01:43:51.176727,False,,,,"{""source"": ""partner"", ""archetype"": ""power_user""}"
sub_0bccfa5426e1ee,cus_d447810ea2e662,7970,price_a407de3e935bc5,29900,eur,month,active,2025-02-05 17:48:14.516473,2025-02-05 17:54:14.516473,2025-03-07 17:54:14.516473,False,,2025-01-26 17:54:14.516473,,"{""source"": ""referral"", ""archetype"": ""power_user""}"
sub_3baea17ffa6207,cus_e0ada0d8f5de4b,7978,price_916f430d33d481,19900,Eur,month,active,2025-01-05 00:55:49.975468,2025-01-05 01:22:49.975468,2025-02-04 01:22:49.975468,False,,,2025-01-05 01:22:49.975468,"{""source"": ""referral"", ""archetype"": ""power_user""}"
sub_40d2477f66ea95,cus_33fbfa9779c417,7981,price_7cd03f6c77ff08,19900,usd,month,active,2025-01-08 03:14:02.557753,2025-01-08 03:35:02.557753,2025-02-07 03:35:02.557753,False,,,,"{""source"": ""referral"", ""archetype"": ""enterprise_evaluator""}"
sub_99ad4ce6c2d847,cus_a404aaa2ff985b,7986,price_38d4de05dad081,19900,GBP,month,active,2025-01-15 23:05:52.569679,2025-01-15 23:10:52.569679,2025-02-14 23:10:52.569679,False,,,,"{""source"": ""linkedin"", ""archetype"": ""power_user""}"
sub_80501619f85bcb,cus_c4e051efac5458,7990,price_41dd63b7642cec,9900,eur,month,active,2025-01-25 21:08:48.663776,2025-01-25 21:21:48.663776,2025-02-24 21:21:48.663776,False,,,,"{""source"": ""linkedin"", ""archetype"": ""power_user""}"
sub_6f89084f8c2828,cus_40dc375a439469,8003,price_fa1795f911b5e9,29900,Eur,month,active,2025-01-22 16:49:42.136866,2025-01-22 17:05:42.136866,2025-02-21 17:05:42.136866,False,,,,"{""source"": ""google_ads"", ""archetype"": ""enterprise_evaluator""}"
sub_a366af5d0294b3,cus_47621b3afe5e02,8005,price_a5ca933da80d4a,29900,eur,month,active,2025-01-19 09:45:41.409783,2025-01-19 10:15:41.409783,2025-02-18 10:15:41.409783,False,,,,"{""source"": ""organic"", ""archetype"": ""enterprise_evaluator""}"
sub_af0391320d922a,cus_229a4668ed1e55,8006,price_d0f620f4ea09f8,4900,usd,year,past_due,2025-01-10 01:52:22.916038,2025-01-10 01:56:22.916038,2025-02-09 01:56:22.916038,False,,,,"{""source"": ""direct"", ""archetype"": ""engaged_free""}"
sub_39206a4256f86f,cus_a195f1507d9780,8013,price_0e10f52052297e,29900,usd,month,active,2025-01-16 19:13:57.211191,2025-01-16 19:14:57.211191,2025-02-15 19:14:57.211191,False,,,,"{""source"": ""partner"", ""archetype"": ""power_user""}"
sub_4b81a1de5cdd0d,cus_b22ed2ca101dbb,8020,price_edb5362c931f91,4900,gbp,month,unpaid,2025-01-14 11:08:45.452376,2025-01-14 11:31:45.452376,2025-02-13 11:31:45.452376,False,,,,"{""source"": ""linkedin"", ""archetype"": ""engaged_free""}"
sub_fec723b29d46ff,cus_bc2e59306b9895,8027,price_ab0ea2fc7d6ec4,29900,Eur,year,active,2025-01-15 00:55:24.313913,2025-01-15 01:00:24.313913,2025-02-14 01:00:24.313913,False,,,,"{""source"": ""referral"", ""archetype"": ""power_user""}"
sub_bcb7b6de847856,cus_e44e2bb622fba5,8028,price_2a5ec367d6caa8,29900,eur,month,active,2025-01-19 17:47:05.088230,2025-01-19 17:54:05.088230,2025-02-18 17:54:05.088230,False,,2025-01-08 17:54:05.088230,,"{""source"": ""direct"", ""archetype"": ""power_user""}"
sub_ebeb6023278e95,cus_c9db877b896433,8032,price_c29d28952e4a19,19900,usd,month,active,2025-01-10 13:03:42.660572,2025-01-10 13:25:42.660572,2025-02-09 13:25:42.660572,False,,2024-12-29 13:25:42.660572,,"{""source"": ""direct"", ""archetype"": ""power_user""}"
sub_2f2d2b897ee1f5,cus_7b911c7419fb16,8047,price_c083e7749c71dd,19900,usd,month,active,2025-01-21 11:51:19.921167,2025-01-21 11:54:19.921167,2025-02-20 11:54:19.921167,False,,,,"{""source"": ""direct"", ""archetype"": ""enterprise_evaluator""}"
sub_0e5ccd14583d36,cus_62ee117c7371f3,8052,price_bf01b658191249,19900,Eur,month,active,2025-01-12 04:16:41.387918,2025-01-12 04:23:41.387918,2025-02-11 04:23:41.387918,False,,,,"{""source"": ""direct"", ""archetype"": ""enterprise_evaluator""}"
sub_6b9bbf988cdf2e,cus_0107d4c3a4786e,8054,price_edc7462863b211,2900,usd,year,active,2025-01-15 00:50:39.873079,2025-01-15 01:20:39.873079,2025-02-14 01:20:39.873079,False,,2025-01-08 01:20:39.873079,2025-01-15 01:20:39.873079,"{""source"": ""direct"", ""archetype"": ""engaged_free""}"
sub_9f9bca3a074270,cus_947b9a948d99c9,8055,price_3e913813076594,29900,USD,year,active,2025-02-03 19:35:00.981848,2025-02-03 19:38:00.981848,2025-03-05 19:38:00.981848,False,,,,"{""source"": ""linkedin"", ""archetype"": ""enterprise_evaluator""}"
sub_771bc06bdb131d,cus_324308d8e3539f,8071,price_c1775e946e3dfd,4900,eur,month,active,2025-01-24 14:28:31.736707,2025-01-24 14:52:31.736707,2025-02-23 14:52:31.736707,False,,,,"{""source"": ""linkedin"", ""archetype"": ""engaged_free""}"
sub_b1068fdf64dfe9,cus_0258a4716eb98b,8073,price_8777142c85fc06,19900,usd,month,active,2025-01-26 23:08:05.745785,2025-01-26 23:16:05.745785,2025-02-25 23:16:05.745785,False,,,2025-01-26 23:16:05.745785,"{""source"": ""referral"", ""archetype"": ""power_user""}"
sub_fc05f00787445b,cus_a440ac3ff91942,8079,price_92e7585a7a24b7,29900,eur,month,active,2025-02-17 03:58:35.843333,2025-02-17 04:26:35.843333,2025-03-19 04:26:35.843333,False,,,,"{""source"": ""direct"", ""archetype"": ""power_user""}"
sub_1dfca128f4114b,cus_82c1165ebedf65,8097,price_e3b84de969d465,4900,USD,year,active,2025-01-23 05:06:44.573289,2025-01-23 05:34:44.573289,2025-02-22 05:34:44.573289,False,,,,"{""source"": ""linkedin"", ""archetype"": ""engaged_free""}"
sub_d031e7b4c70c17,cus_8bc12dcb30b06a,8099,price_b5e0cd7e58b3d2,29900,usd,month,active,2025-01-06 17:36:19.067177,2025-01-06 17:38:19.067177,2025-02-05 17:38:19.067177,False,,,,"{""source"": ""referral"", ""archetype"": ""power_user""}"
sub_38f5e97900b84e,cus_580148504c90dd,8111,price_39118faebf778b,29900,Eur,month,active,2025-01-06 02:37:42.363234,2025-01-06 02:43:42.363234,2025-02-05 02:43:42.363234,False,,2024-12-25 02:43:42.363234,,"{""source"": ""partner"", ""archetype"": ""power_user""}"
sub_bd8669b7397072,cus_5e5a9b7aeb414a,8120,price_6f6f73bbbe0ada,29900,gbp,month,active,2025-03-19 18:38:38.278355,2025-03-19 18:49:38.278355,2025-04-18 18:49:38.278355,False,,,,"{""source"": ""google_ads"", ""archetype"": ""enterprise_evaluator""}"
sub_61dfb3df730efd,cus_33ffbbbda60b31,8125,price_ca59748a471c2c,19900,gbp,month,active,2025-01-17 02:38:28.817014,2025-01-17 02:54:28.817014,2025-02-16 02:54:28.817014,False,,,,"{""source"": ""referral"", ""archetype"": ""power_user""}"
sub_5f740c7944886e,cus_b904e2ed2517a7,8136,price_b345bcb47ce80b,19900,Eur,month,active,2025-01-09 22:24:38.828103,2025-01-09 22:35:38.828103,2025-02-08 22:35:38.828103,False,,2024-12-26 22:35:38.828103,,"{""source"": ""partner"", ""archetype"": ""power_user""}"
sub_e044d229b20009,cus_56129ead4d23cb,8142,price_36d244b9ae5162,19900,Eur,month,active,2025-02-02 23:35:16.650491,2025-02-02 23:50:16.650491,2025-03-04 23:50:16.650491,False,,,2025-02-02 23:50:16.650491,"{""source"": ""referral"", ""archetype"": ""power_user""}"
sub_c9a8c964b1abff,cus_f1f6d280c8f31f,8153,price_ceb4e5f1296f20,19900,GBP,year,active,2025-01-16 17:19:53.483317,2025-01-16 17:49:53.483317,2025-02-15 17:49:53.483317,False,,,,"{""source"": ""direct"", ""archetype"": ""enterprise_evaluator""}"
sub_b774956301abc4,cus_bce1e1283f3266,8158,price_b22397e0b89a85,29900,gbp,month,active,2025-01-18 05:44:32.913182,2025-01-18 06:05:32.913182,2025-02-17 06:05:32.913182,False,,,,"{""source"": ""linkedin"", ""archetype"": ""enterprise_evaluator""}"
sub_34a462e46dec32,cus_b1d92f7551301b,8175,price_afdb147722e79d,29900,eur,month,active,2025-01-17 18:59:47.545125,2025-01-17 19:24:47.545125,2025-02-16 19:24:47.545125,False,,2025-01-06 19:24:47.545125,2025-01-17 19:24:47.545125,"{""source"": ""google_ads"", ""archetype"": ""enterprise_evaluator""}"
sub_296db092a1ef06,cus_4d841689088dc5,8194,price_99043e1105c5bd,4900,USD,month,active,2025-01-17 07:15:12.311579,2025-01-17 07:35:12.311579,2025-02-16 07:35:12.311579,False,,,2025-01-17 07:35:12.311579,"{""source"": ""partner"", ""archetype"": ""engaged_free""}"
sub_07d2f9007e3a95,cus_43f0f56771df25,8196,price_a43accbdd7e2e6,19900,gbp,year,active,2025-01-04 00:31:49.014637,2025-01-04 00:54:49.014637,2025-02-03 00:54:49.014637,False,,,2025-01-04 00:54:49.014637,"{""source"": ""direct"", ""archetype"": ""power_user""}"
sub_e8375b77ea9be9,cus_d55b4b35131f41,8197,price_5dd9af7d1c3ff7,19900,usd,month,active,2025-01-25 08:14:27.972839,2025-01-25 08:15:27.972839,2025-02-24 08:15:27.972839,False,,,,"{""source"": ""referral"", ""archetype"": ""power_user""}"
sub_24443b91736c30,cus_78c1960fe0204f,8200,price_2a7bb7b73befb5,19900,USD,year,active,2025-01-13 17:05:13.599392,2025-01-13 17:30:13.599392,2025-02-12 17:30:13.599392,False,,2025-01-02 17:30:13.599392,2025-01-13 17:30:13.599392,"{""source"": ""google_ads"", ""archetype"": ""power_user""}"
sub_4e490b81ec33de,cus_c14f8339230bdb,8205,price_fdf5a12a6f0002,29900,GBP,month,active,2025-01-18 09:19:50.676774,2025-01-18 09:48:50.676774,2025-02-17 09:48:50.676774,False,,,,"{""source"": ""google_ads"", ""archetype"": ""enterprise_evaluator""}"
sub_6da888b20fcd21,cus_0e640425da71eb,8208,price_b66a84c98d9683,4900,gbp,month,active,2025-01-23 15:46:12.992866,2025-01-23 16:16:12.992866,2025-02-22 16:16:12.992866,False,,,2025-01-23 16:16:12.992866,"{""source"": ""partner"", ""archetype"": ""engaged_free""}"
sub_24eb86203b3fde,cus_4b6244852b5b9e,8211,price_5ad4cccc3405a7,19900,usd,month,unpaid,2025-02-12 05:18:15.292011,2025-02-12 05:45:15.292011,2025-03-14 05:45:15.292011,False,,,2025-02-12 05:45:15.292011,"{""source"": ""organic"", ""archetype"": ""enterprise_evaluator""}"
sub_3cc0fcf1cf8fe9,cus_d3b6936fef6711,8229,price_150dd6f4c71e9f,2900,USD,month,past_due,2025-01-11 14:09:40.335748,2025-01-11 14:34:40.335748,2025-02-10 14:34:40.335748,False,,,,"{""source"": ""referral"", ""archetype"": ""engaged_free""}"
sub_d8f6f19e7b2c6b,cus_07a26d661f8872,8239,price_b72b9d0893032f,4900,GBP,month,unpaid,2025-01-21 08:23:43.175653,2025-01-21 08:39:43.175653,2025-02-20 08:39:43.175653,False,,2025-01-07 08:39:43.175653,,"{""source"": ""direct"", ""archetype"": ""engaged_free""}"
sub_e3f42bf58f0349,cus_77df4fbc58f6a9,8246,price_7dbd383d98763c,4900,gbp,year,active,2025-01-13 20:15:01.167242,2025-01-13 20:17:01.167242,2025-02-12 20:17:01.167242,False,,,,"{""source"": ""google_ads"", ""archetype"": ""engaged_free""}"
sub_b4fa7e29575388,cus_31945c7fbd59a8,8249,price_47d84cce2e16f3,19900,USD,month,active,2025-01-16 15:01:08.117018,2025-01-16 15:28:08.117018,2025-02-15 15:28:08.117018,False,,,,"{""source"": ""referral"", ""archetype"": ""power_user""}"
sub_6516ae5e82b285,cus_9df8d4cbc86930,8254,price_1c2853eff96650,19900,GBP,year,active,2025-02-09 01:42:05.749311,2025-02-09 02:12:05.749311,2025-03-11 02:12:05.749311,False,,,2025-02-09 02:12:05.749311,"{""source"": ""referral"", ""archetype"": ""power_user""}"
sub_6fa9eab669129e,cus_106efcbe491e37,8269,price_f6034fcaf91561,9900,GBP,month,active,2025-03-15 20:34:54.863904,2025-03-15 20:56:54.863904,2025-04-14 20:56:54.863904,False,,2025-03-05 20:56:54.863904,,"{""source"": ""google_ads"", ""archetype"": ""power_user""}"
sub_82613957e1e53a,cus_af3c857e54057f,8276,price_d418346495abd2,29900,gbp,month,active,2025-02-14 21:48:20.688753,2025-02-14 22:02:20.688753,2025-03-16 22:02:20.688753,False,,2025-02-04 22:02:20.688753,,"{""source"": ""referral"", ""archetype"": ""enterprise_evaluator""}"
sub_919d55b0b5b3ad,cus_089dd46bc8dd7c,8278,price_463fa3a20a73fd,9900,eur,month,active,2025-01-28 07:58:08.749793,2025-01-28 08:20:08.749793,2025-02-27 08:20:08.749793,False,,,,"{""source"": ""organic"", ""archetype"": ""power_user""}"
sub_b24200f7384c41,cus_b9c335d2b60457,8284,price_fcc9de238b60d1,4900,usd,month,active,2025-01-11 07:32:05.675813,2025-01-11 08:00:05.675813,2025-02-10 08:00:05.675813,False,,,2025-01-11 08:00:05.675813,"{""source"": ""organic"", ""archetype"": ""engaged_free""}"
sub_9e3592d90a5afa,cus_206bf8f45a6e28,8296,price_48aaa2a2ff6f4f,2900,eur,month,unpaid,2025-01-25 11:36:09.021516,2025-01-25 12:03:09.021516,2025-02-24 12:03:09.021516,False,,2025-01-14 12:03:09.021516,,"{""source"": ""organic"", ""archetype"": ""engaged_free""}"
sub_45d21bb64477b1,cus_8524351b7b04de,8299,price_366b18253a31ab,19900,gbp,month,active,2025-01-27 22:36:37.983098,2025-01-27 22:47:37.983098,2025-02-26 22:47:37.983098,False,,2025-01-17 22:47:37.983098,,"{""source"": ""linkedin"", ""archetype"": ""power_user""}"
sub_09c654a58c64a3,cus_8cefe66cdee7fe,8300,price_8bfd76f350aa23,29900,USD,year,active,2025-01-18 23:09:38.489388,2025-01-18 23:13:38.489388,2025-02-17 23:13:38.489388,False,,,,"{""source"": ""linkedin"", ""archetype"": ""enterprise_evaluator""}"
sub_e2182faa236ea6,cus_d5c91ba1139d92,8306,price_1bdbbc1d1ef7e8,29900,Eur,month,active,2025-01-26 07:14:17.473920,2025-01-26 07:37:17.473920,2025-02-25 07:37:17.473920,False,,,2025-01-26 07:37:17.473920,"{""source"": ""google_ads"", ""archetype"": ""power_user""}"
sub_a794d263097c80,cus_3f01e3a8210418,8308,price_ade41b6332a610,29900,GBP,month,canceled,2025-01-22 04:01:59.523186,2025-01-22 04:06:59.523186,2025-02-21 04:06:59.523186,True,2025-01-23 16:52:30.343170,,2025-01-22 04:06:59.523186,"{""source"": ""partner"", ""archetype"": ""power_user""}"
sub_88424503d3974c,cus_97485100abe3ca,8309,price_0fedf2041c845c,19900,Eur,year,active,2025-02-03 05:06:22.343927,2025-02-03 05:33:22.343927,2025-03-05 05:33:22.343927,False,,,,"{""source"": ""linkedin"", ""archetype"": ""power_user""}"
sub_2f07d87b9dc018,cus_f93fd59e2d03a5,8315,price_5021fc02a4fd97,4900,USD,year,active,2025-01-13 07:37:53.988893,2025-01-13 08:03:53.988893,2025-02-12 08:03:53.988893,False,,2025-01-05 08:03:53.988893,,"{""source"": ""direct"", ""archetype"": ""engaged_free""}"
sub_53ad3b064a00d0,cus_1f1bb9304470cb,8320,price_441245b4069298,4900,Eur,month,active,2025-01-10 10:21:28.707829,2025-01-10 10:37:28.707829,2025-02-09 10:37:28.707829,False,,,,"{""source"": ""direct"", ""archetype"": ""engaged_free""}"
sub_3665667d3ef505,cus_560c8d1edaf878,8323,price_032b4d71618e5f,4900,gbp,month,active,2025-01-11 16:01:43.618553,2025-01-11 16:19:43.618553,2025-02-10 16:19:43.618553,False,,,,"{""source"": ""partner"", ""archetype"": ""engaged_free""}"
sub_d8bfc5a59be236,cus_ac044ff3acb73d,8331,price_5506aea45e6282,4900,usd,month,active,2025-02-03 19:21:00.575380,2025-02-03 19:35:00.575380,2025-03-05 19:35:00.575380,False,,,2025-02-03 19:35:00.575380,"{""source"": ""direct"", ""archetype"": ""engaged_free""}"
sub_58bdf866dad428,cus_10146d9a2477f5,8345,price_7d34fdb09c59b7,19900,Eur,month,active,2025-01-16 17:37:46.634560,2025-01-16 18:07:46.634560,2025-02-15 18:07:46.634560,False,,,,"{""source"": ""organic"", ""archetype"": ""enterprise_evaluator""}"
sub_06f8c1d41b9307,cus_8e8cfd669f1c70,8347,price_520d4f05da96f5,9900,gbp,year,active,2025-01-27 12:57:29.280888,2025-01-27 13:17:29.280888,2025-02-26 13:17:29.280888,False,,,,"{""source"": ""linkedin"", ""archetype"": ""power_user""}"
sub_4f70c3cee762e2,cus_df8bb5e4037ae9,8352,price_985b6ae07cfee9,2900,eur,year,active,2025-01-16 05:34:17.836782,2025-01-16 05:51:17.836782,2025-02-15 05:51:17.836782,False,,,2025-01-16 05:51:17.836782,"{""source"": ""referral"", ""archetype"": ""engaged_free""}"
sub_b8f7001e9dd214,cus_e30ba0bbc07ad6,8356,price_975c4cbdd1f8da,29900,gbp,month,active,2025-01-23 10:41:20.676518,2025-01-23 10:56:20.676518,2025-02-22 10:56:20.676518,False,,,2025-01-23 10:56:20.676518,"{""source"": ""google_ads"", ""archetype"": ""enterprise_evaluator""}"
sub_38f519e1d7f3c9,cus_0b41f3322de4c9,8369,price_485f1d6ae6bf88,19900,gbp,year,active,2025-01-06 18:22:11.634451,2025-01-06 18:45:11.634451,2025-02-05 18:45:11.634451,False,,2024-12-29 18:45:11.634451,2025-01-06 18:45:11.634451,"{""source"": ""direct"", ""archetype"": ""power_user""}"
