invoice_id,customer_id,user_id,subscription_id,amount_due,amount_paid,currency,status,created,due_date,paid_at,period_start,period_end,attempt_count,next_payment_attempt
in_45394e89f5d196,cus_2b7956617daa7d,5665,sub_8b05d4ee73e629,2757,2757,eur,paid,2025-01-21 09:15:48.292470,2025-01-24 21:15:48.292470,2025-01-21 21:15:48.292470,2025-01-18 21:15:48.292470,2025-02-20 21:15:48.292470,2,
in_036312bb85cedb,cus_2b7956617daa7d,5665,sub_8b05d4ee73e629,2900,2900,usd,paid,2025-02-21 04:15:48.292470,2025-02-23 07:15:48.292470,2025-02-21 07:15:48.292470,2025-02-21 07:15:48.292470,2025-03-23 07:15:48.292470,1,
in_f688b07b8548b2,cus_2b7956617daa7d,5665,sub_8b05d4ee73e629,2900,2900,USD,paid,2025-03-22 17:15:48.292470,2025-03-23 22:15:48.292470,2025-03-22 22:15:48.292470,2025-03-21 22:15:48.292470,2025-04-21 22:15:48.292470,1,
in_bbbd9f4d430cb2,cus_2b7956617daa7d,5665,sub_8b05d4ee73e629,2900,2900,gbp,paid,2025-04-21 15:15:48.292470,2025-04-23 16:15:48.292470,2025-04-21 16:15:48.292470,2025-04-18 16:15:48.292470,2025-05-21 16:15:48.292470,1,
in_a257a9c7983013,cus_9117f53a7dd924,5668,sub_4e1b9f9d2b6653,19900,19900,GBP,paid,2025-01-09 03:17:49.809640,2025-01-12 10:17:49.809640,2025-01-09 10:17:49.809640,2025-01-06 10:17:49.809640,2025-02-08 10:17:49.809640,3,
in_bca3218157d970,cus_9117f53a7dd924,5668,sub_4e1b9f9d2b6653,19900,19900,GBP,paid,2025-01-09 22:04:57.340561,2025-01-15 22:04:57.340561,2025-01-10 22:04:57.340561,2025-01-05 22:04:57.340561,2025-02-09 22:04:57.340561,2,
in_be497ec0ab1e95,cus_9117f53a7dd924,5668,sub_4e1b9f9d2b6653,19900,19900,eur,paid,2025-01-16 19:05:28.179694,2025-01-18 00:05:28.179694,2025-01-17 00:05:28.179694,2025-01-14 00:05:28.179694,2025-02-16 00:05:28.179694,2,
in_d7ffda47f7405e,cus_9117f53a7dd924,5668,sub_4e1b9f9d2b6653,19900,19900,usd,paid,2025-01-18 05:46:28.741689,2025-01-22 08:46:28.741689,2025-01-18 08:46:28.741689,2025-01-15 08:46:28.741689,2025-02-17 08:46:28.741689,3,
in_f511dfab5b271a,cus_9117f53a7dd924,5668,sub_4e1b9f9d2b6653,19900,19900,usd,paid,2025-02-17 16:46:28.741689,2025-02-18 18:46:28.741689,2025-02-17 18:46:28.741689,2025-02-14 18:46:28.741689,2025-03-19 18:46:28.741689,1,
in_a97b046fb041e0,cus_9117f53a7dd924,5668,sub_4e1b9f9d2b6653,19900,19900,Eur,paid,2025-03-18 23:46:28.741689,2025-03-25 12:46:28.741689,2025-03-19 12:46:28.741689,2025-03-19 12:46:28.741689,2025-04-18 12:46:28.741689,1,
in_be9e917d7b9eee,cus_7e351e2e0dd0ae,5674,sub_a3add5bdbcb206,19900,19900,Eur,paid,2025-01-17 19:05:13.458755,2025-01-22 09:05:13.458755,2025-01-18 09:05:13.458755,2025-01-15 09:05:13.458755,2025-02-17 09:05:13.458755,1,
in_ab81f946c7eefa,cus_c674f912d8d24b,5683,sub_8dde2c92e6c2e4,29900,29900,Eur,paid,2025-01-07 18:59:50.901641,2025-01-14 11:59:50.901641,2025-01-08 11:59:50.901641,2025-01-03 11:59:50.901641,2025-02-07 11:59:50.901641,3,
in_3e080ece933a83,cus_c674f912d8d24b,5683,sub_8dde2c92e6c2e4,29950,29950,gbp,paid,2025-01-14 08:07:43.983965,2025-01-19 17:07:43.983965,2025-01-14 17:07:43.983965,2025-01-13 17:07:43.983965,2025-02-13 17:07:43.983965,3,
in_99bacf7f818e88,cus_9697242b7ae2a0,5692,sub_e63434afdffd23,9900,0,GBP,void,2025-01-19 20:19:56.503320,2025-01-25 07:19:56.503320,,2025-01-17 07:19:56.503320,2025-02-19 07:19:56.503320,2,2025-01-23 07:19:56.503320
in_3d00565bdf9b11,cus_f2dd8eee8b56e8,5698,sub_8429c7ff5ea049,9900,0,usd,open,2025-01-28 13:14:04.868542,2025-02-04 01:14:04.868542,,2025-01-28 01:14:04.868542,2025-02-28 01:14:04.868542,3,2025-02-05 01:14:04.868542
in_01bbc3741b8145,cus_f2dd8eee8b56e8,5698,sub_8429c7ff5ea049,9900,9900,eur,paid,2025-01-28 12:47:48.909303,2025-01-30 02:47:48.909303,2025-01-29 02:47:48.909303,2025-01-29 02:47:48.909303,2025-02-28 02:47:48.909303,1,
in_7094ae28b4b064,cus_f2dd8eee8b56e8,5698,sub_8429c7ff5ea049,9900,9900,usd,paid,2025-01-30 14:56:56.264994,2025-02-02 17:56:56.264994,2025-01-30 17:56:56.264994,2025-01-28 17:56:56.264994,2025-03-01 17:56:56.264994,1,
in_fc6b7254457ccd,cus_f2dd8eee8b56e8,5698,sub_8429c7ff5ea049,9900,9900,USD,paid,2025-03-12 14:44:12.475170,2025-03-18 02:44:12.475170,2025-03-13 02:44:12.475170,2025-03-11 02:44:12.475170,2025-04-12 02:44:12.475170,2,
in_b035431980d56f,cus_f2dd8eee8b56e8,5698,sub_8429c7ff5ea049,9900,9900,eur,paid,2025-04-11 11:44:12.475170,2025-04-17 22:44:12.475170,2025-04-11 22:44:12.475170,2025-04-11 22:44:12.475170,2025-05-11 22:44:12.475170,1,
in_7b1e12d1b5d629,cus_f2dd8eee8b56e8,5698,sub_8429c7ff5ea049,9900,9900,usd,paid,2025-05-11 10:44:12.475170,2025-05-16 21:44:12.475170,2025-05-11 21:44:12.475170,2025-05-11 21:44:12.475170,2025-06-10 21:44:12.475170,1,
in_99bfa8c457d3f8,cus_f2dd8eee8b56e8,5698,sub_8429c7ff5ea049,9900,9900,eur,paid,2025-06-10 11:44:12.475170,2025-06-13 10:44:12.475170,2025-06-11 10:44:12.475170,2025-06-09 10:44:12.475170,2025-07-11 10:44:12.475170,1,
in_6973ed163b7c68,cus_f2dd8eee8b56e8,5698,sub_8429c7ff5ea049,9900,9900,USD,paid,2025-07-11 00:44:12.475170,2025-07-15 14:44:12.475170,2025-07-11 14:44:12.475170,2025-07-09 14:44:12.475170,2025-08-10 14:44:12.475170,1,
in_9f77ee3712dc59,cus_bd7ef948f4302d,5699,sub_e61a732f0e6ed6,29900,29900,eur,paid,2025-01-31 01:21:34.034494,2025-02-07 06:21:34.034494,2025-01-31 06:21:34.034494,2025-01-27 06:21:34.034494,2025-03-02 06:21:34.034494,1,
in_a1c253e01fb9c4,cus_bd7ef948f4302d,5699,sub_e61a732f0e6ed6,29900,29900,usd,paid,2025-02-09 10:33:52.081583,2025-02-10 13:33:52.081583,2025-02-09 13:33:52.081583,2025-02-06 13:33:52.081583,2025-03-11 13:33:52.081583,1,
in_0d7fe71ee800d3,cus_084e5a581ca846,5702,sub_5ec9b79eae71b6,29900,29900,gbp,paid,2025-01-12 02:25:45.132043,2025-01-13 22:25:45.132043,2025-01-12 22:25:45.132043,2025-01-10 22:25:45.132043,2025-02-11 22:25:45.132043,3,
in_1d0bf8502bca7f,cus_084e5a581ca846,5702,sub_5ec9b79eae71b6,29900,29900,GBP,paid,2025-02-12 08:25:45.132043,2025-02-12 10:25:45.132043,2025-02-12 10:25:45.132043,2025-02-11 10:25:45.132043,2025-03-14 10:25:45.132043,1,
in_b25aa7684bd6c9,cus_0f1dc0a7d39d8f,5710,sub_82e365a8fd6d99,29900,29900,GBP,paid,2025-03-17 06:07:16.743132,2025-03-20 22:07:16.743132,2025-03-17 22:07:16.743132,2025-03-17 22:07:16.743132,2025-04-16 22:07:16.743132,2,
in_01903b3792133a,cus_0f1dc0a7d39d8f,5710,sub_82e365a8fd6d99,29900,29900,GBP,paid,2025-04-16 19:07:16.743132,2025-04-18 21:07:16.743132,2025-04-16 21:07:16.743132,2025-04-15 21:07:16.743132,2025-05-16 21:07:16.743132,1,
in_6ac2be4ed342ce,cus_0f1dc0a7d39d8f,5710,sub_82e365a8fd6d99,29900,29900,usd,paid,2025-05-16 13:07:16.743132,2025-05-21 08:07:16.743132,2025-05-17 08:07:16.743132,2025-05-16 08:07:16.743132,2025-06-16 08:07:16.743132,1,
in_6e0a0c8637482f,cus_0f1dc0a7d39d8f,5710,sub_82e365a8fd6d99,29900,29900,usd,paid,2025-06-15 10:07:16.743132,2025-06-19 08:07:16.743132,2025-06-16 08:07:16.743132,2025-06-16 08:07:16.743132,2025-07-16 08:07:16.743132,1,
in_701461f0787d6a,cus_0f1dc0a7d39d8f,5710,sub_82e365a8fd6d99,29900,29900,Eur,paid,2025-07-15 10:07:16.743132,2025-07-20 18:07:16.743132,2025-07-15 18:07:16.743132,2025-07-14 18:07:16.743132,2025-08-14 18:07:16.743132,1,
in_bb23511bcde252,cus_322efffd268c2c,5729,sub_a8d45037513989,19900,19900,GBP,paid,2025-01-22 05:41:16.088197,2025-01-28 08:41:16.088197,2025-01-22 08:41:16.088197,2025-01-21 08:41:16.088197,2025-02-21 08:41:16.088197,2,
in_3c7ab47d3ae11c,cus_322efffd268c2c,5729,sub_a8d45037513989,19900,19900,gbp,paid,2025-02-21 15:41:16.088197,2025-02-24 20:41:16.088197,2025-02-21 20:41:16.088197,2025-02-20 20:41:16.088197,2025-03-23 20:41:16.088197,1,
in_4682e41915a976,cus_322efffd268c2c,5729,sub_a8d45037513989,19900,19900,Eur,paid,2025-03-23 10:41:16.088197,2025-03-24 20:41:16.088197,2025-03-23 20:41:16.088197,2025-03-22 20:41:16.088197,2025-04-22 20:41:16.088197,1,
in_cf4f0923c83d72,cus_322efffd268c2c,5729,sub_a8d45037513989,19900,19900,eur,paid,2025-04-22 08:41:16.088197,2025-04-26 20:41:16.088197,2025-04-22 20:41:16.088197,2025-04-22 20:41:16.088197,2025-05-22 20:41:16.088197,1,
in_5970d1f7457c0c,cus_322efffd268c2c,5729,sub_a8d45037513989,19900,19900,Eur,paid,2025-05-21 20:41:16.088197,2025-05-24 07:41:16.088197,2025-05-22 07:41:16.088197,2025-05-20 07:41:16.088197,2025-06-21 07:41:16.088197,1,
in_145d259795e786,cus_f6de8c162d53c7,5731,sub_0f687e46a23d80,19900,0,GBP,open,2025-01-29 23:35:09.899813,2025-02-05 14:35:09.899813,,2025-01-29 14:35:09.899813,2025-03-01 14:35:09.899813,2,2025-02-06 14:35:09.899813
in_5b229f03fbfe05,cus_f6de8c162d53c7,5731,sub_0f687e46a23d80,19900,19900,USD,paid,2025-01-29 23:09:01.787042,2025-02-04 20:09:01.787042,2025-01-30 20:09:01.787042,2025-01-28 20:09:01.787042,2025-03-01 20:09:01.787042,2,
in_aea504d724c906,cus_f6de8c162d53c7,5731,sub_0f687e46a23d80,19900,19900,gbp,paid,2025-02-28 23:09:01.787042,2025-03-04 23:09:01.787042,2025-03-01 23:09:01.787042,2025-03-01 23:09:01.787042,2025-03-31 23:09:01.787042,1,
in_1bab13a4c0cde7,cus_f6de8c162d53c7,5731,sub_0f687e46a23d80,19900,19900,usd,paid,2025-03-31 13:09:01.787042,2025-04-02 08:09:01.787042,2025-04-01 08:09:01.787042,2025-03-29 08:09:01.787042,2025-05-01 08:09:01.787042,1,
in_d7889ac0875cab,cus_3d78058c5132fa,5734,sub_4e698e4f2f52e2,9900,9900,gbp,paid,2025-01-26 08:40:28.162472,2025-01-26 15:40:28.162472,2025-01-26 15:40:28.162472,2025-01-26 15:40:28.162472,2025-02-25 15:40:28.162472,1,
in_28423b7151399c,cus_3d78058c5132fa,5734,sub_4e698e4f2f52e2,9900,9900,GBP,paid,2025-02-16 07:22:22.769537,2025-02-23 13:22:22.769537,2025-02-16 13:22:22.769537,2025-02-11 13:22:22.769537,2025-03-18 13:22:22.769537,1,
in_820efd1e8361d3,cus_25c203a78aaaa3,5738,sub_a9e787801ef807,9900,9900,GBP,paid,2025-01-26 19:02:16.426835,2025-02-03 19:02:16.426835,2025-01-27 19:02:16.426835,2025-01-23 19:02:16.426835,2025-02-26 19:02:16.426835,1,
in_beec8ba89b05a6,cus_25c203a78aaaa3,5738,sub_a9e787801ef807,9900,9900,GBP,paid,2025-02-26 13:02:16.426835,2025-02-28 04:02:16.426835,2025-02-27 04:02:16.426835,2025-02-24 04:02:16.426835,2025-03-29 04:02:16.426835,1,
in_a00ce73cdc4f57,cus_3bd533ab5d2c1f,5743,sub_5121a95c1fa0eb,19900,0,Eur,uncollectible,2025-01-20 09:12:03.588177,2025-01-27 09:12:03.588177,,2025-01-18 09:12:03.588177,2025-02-19 09:12:03.588177,3,2025-01-24 09:12:03.588177
in_4acc049bfac890,cus_f46c57aec48377,5753,sub_5c365418d5a552,19900,19900,gbp,paid,2025-01-18 02:35:15.493576,2025-01-23 08:35:15.493576,2025-01-18 08:35:15.493576,2025-01-14 08:35:15.493576,2025-02-17 08:35:15.493576,2,
in_b6a2429675a34d,cus_f46c57aec48377,5753,sub_5c365418d5a552,19900,19900,USD,paid,2025-01-20 12:23:23.383920,2025-01-27 13:23:23.383920,2025-01-20 13:23:23.383920,2025-01-15 13:23:23.383920,2025-02-19 13:23:23.383920,3,
in_9855e7fc8edc3e,cus_4ad27f97fc6f29,5756,sub_cfa771bf3042a5,9900,0,GBP,open,2025-01-25 16:38:57.217683,2025-01-25 23:38:57.217683,,2025-01-25 23:38:57.217683,2025-02-24 23:38:57.217683,1,2025-02-01 23:38:57.217683
in_aaa691b3fe5ea5,cus_5898375b07aedf,5765,sub_03a721d0fa43c1,2900,2900,USD,paid,2025-01-20 13:44:24.185826,2025-01-23 03:44:24.185826,2025-01-21 03:44:24.185826,2025-01-20 03:44:24.185826,2025-02-20 03:44:24.185826,2,
in_84e2587e9ab457,cus_5898375b07aedf,5765,sub_03a721d0fa43c1,2900,2900,GBP,paid,2025-02-19 11:44:24.185826,2025-02-27 00:44:24.185826,2025-02-20 00:44:24.185826,2025-02-19 00:44:24.185826,2025-03-22 00:44:24.185826,1,
in_6ce1494a7d1be3,cus_b83ee11615ac76,5767,sub_d70b78d33c9cdb,19900,19900,eur,paid,2025-01-10 01:02:51.186939,2025-01-11 14:02:51.186939,2025-01-10 14:02:51.186939,2025-01-08 14:02:51.186939,2025-02-09 14:02:51.186939,2,
in_d8d54077362d81,cus_b83ee11615ac76,5767,sub_d70b78d33c9cdb,19900,0,gbp,open,2025-02-08 20:02:51.186939,2025-02-14 20:02:51.186939,,2025-02-07 20:02:51.186939,2025-03-11 20:02:51.186939,1,2025-02-13 20:02:51.186939
in_c118c0a513f61b,cus_7228cd99f38f56,5772,sub_7084d925ad828e,2900,2900,eur,paid,2025-01-14 15:24:41.845906,2025-01-16 09:24:41.845906,2025-01-15 09:24:41.845906,2025-01-15 09:24:41.845906,2025-02-14 09:24:41.845906,1,
in_ed8a317e4b5f24,cus_6678e86ac5cb69,5787,sub_ed7675185c3016,29900,29900,GBP,paid,2025-01-15 01:35:47.806609,2025-01-19 03:35:47.806609,2025-01-15 03:35:47.806609,2025-01-13 03:35:47.806609,2025-02-14 03:35:47.806609,1,
in_ba8b60deb30e3f,cus_6678e86ac5cb69,5787,sub_ed7675185c3016,29900,29900,gbp,paid,2025-02-13 19:35:47.806609,2025-02-18 09:35:47.806609,2025-02-14 09:35:47.806609,2025-02-11 09:35:47.806609,2025-03-16 09:35:47.806609,1,
in_9c090c3ec9f535,cus_6401e23e091b40,5794,sub_6c8fbce40692ae,29900,0,USD,void,2025-01-14 03:52:40.714958,2025-01-20 01:52:40.714958,,2025-01-15 01:52:40.714958,2025-02-14 01:52:40.714958,1,2025-01-16 01:52:40.714958
in_765fd25451c9f3,cus_6401e23e091b40,5794,sub_6c8fbce40692ae,29900,29900,GBP,paid,2025-01-15 01:38:20.588356,2025-01-17 03:38:20.588356,2025-01-15 03:38:20.588356,2025-01-14 03:38:20.588356,2025-02-14 03:38:20.588356,2,
in_7c6de0f1d5f43d,cus_6401e23e091b40,5794,sub_6c8fbce40692ae,29900,29900,USD,paid,2025-02-14 09:38:20.588356,2025-02-15 13:38:20.588356,2025-02-14 13:38:20.588356,2025-02-13 13:38:20.588356,2025-03-16 13:38:20.588356,1,
in_14f768364ea82a,cus_6401e23e091b40,5794,sub_6c8fbce40692ae,29900,29900,GBP,paid,2025-03-15 03:38:20.588356,2025-03-20 02:38:20.588356,2025-03-16 02:38:20.588356,2025-03-16 02:38:20.588356,2025-04-15 02:38:20.588356,1,
in_5c79bcda82414c,cus_6401e23e091b40,5794,sub_6c8fbce40692ae,29900,29900,usd,paid,2025-04-14 12:38:20.588356,2025-04-21 15:38:20.588356,2025-04-14 15:38:20.588356,2025-04-12 15:38:20.588356,2025-05-14 15:38:20.588356,1,
in_dbfe8febee6d5e,cus_8f3a859c4ed4ea,5801,sub_1f185ca8145c7a,29900,29900,eur,paid,2025-01-03 18:33:07.262768,2025-01-09 07:33:07.262768,2025-01-04 07:33:07.262768,2025-01-04 07:33:07.262768,2025-02-03 07:33:07.262768,2,
in_79284cc7ee9787,cus_8f3a859c4ed4ea,5801,sub_1f185ca8145c7a,29900,29900,USD,paid,2025-02-02 11:33:07.262768,2025-02-08 01:33:07.262768,2025-02-03 01:33:07.262768,2025-02-03 01:33:07.262768,2025-03-05 01:33:07.262768,1,
in_149b4734547468,cus_8f3a859c4ed4ea,5801,sub_1f185ca8145c7a,29900,29900,GBP,paid,2025-03-04 17:33:07.262768,2025-03-07 03:33:07.262768,2025-03-05 03:33:07.262768,2025-03-04 03:33:07.262768,2025-04-04 03:33:07.262768,1,
in_5d9562316ca2e7,cus_8f3a859c4ed4ea,5801,sub_1f185ca8145c7a,29900,29900,USD,paid,2025-04-03 18:33:07.262768,2025-04-09 10:33:07.262768,2025-04-04 10:33:07.262768,2025-04-01 10:33:07.262768,2025-05-04 10:33:07.262768,1,
in_b040374f1539c0,cus_1762ed2a264e31,5813,sub_60796491d07e14,19800,19800,eur,paid,2025-01-11 16:33:32.637100,2025-01-17 06:33:32.637100,2025-01-12 06:33:32.637100,2025-01-10 06:33:32.637100,2025-02-11 06:33:32.637100,1,
in_2d48eac0c1c15e,cus_1762ed2a264e31,5813,sub_60796491d07e14,19900,19900,Eur,paid,2025-02-10 17:33:32.637100,2025-02-13 12:33:32.637100,2025-02-11 12:33:32.637100,2025-02-10 12:33:32.637100,2025-03-13 12:33:32.637100,1,
in_2f643be741ccb7,cus_1762ed2a264e31,5813,sub_60796491d07e14,19900,19900,USD,paid,2025-03-13 07:33:32.637100,2025-03-13 11:33:32.637100,2025-03-13 11:33:32.637100,2025-03-12 11:33:32.637100,2025-04-12 11:33:32.637100,1,
in_e04442017bd3a4,cus_1762ed2a264e31,5813,sub_60796491d07e14,19900,19900,Eur,paid,2025-04-11 03:33:32.637100,2025-04-18 22:33:32.637100,2025-04-11 22:33:32.637100,2025-04-08 22:33:32.637100,2025-05-11 22:33:32.637100,1,
in_a1d9525f9a3567,cus_1762ed2a264e31,5813,sub_60796491d07e14,19900,19900,eur,paid,2025-05-11 10:33:32.637100,2025-05-12 01:33:32.637100,2025-05-12 01:33:32.637100,2025-05-09 01:33:32.637100,2025-06-11 01:33:32.637100,1,
in_b1f3f39c702c3d,cus_df83db5d03d8f0,5818,sub_3565e11d63e536,30078,30078,eur,paid,2025-01-11 20:43:43.450537,2025-01-12 12:43:43.450537,2025-01-12 12:43:43.450537,2025-01-09 12:43:43.450537,2025-02-11 12:43:43.450537,1,
in_fe9032ebaa6989,cus_df83db5d03d8f0,5818,sub_3565e11d63e536,29900,29900,Eur,paid,2025-01-25 00:19:49.209916,2025-01-27 04:19:49.209916,2025-01-25 04:19:49.209916,2025-01-23 04:19:49.209916,2025-02-24 04:19:49.209916,3,
in_0b9cf7ef08d7f7,cus_df83db5d03d8f0,5818,sub_3565e11d63e536,29900,29900,gbp,paid,2025-01-25 07:16:20.244943,2025-01-31 01:16:20.244943,2025-01-26 01:16:20.244943,2025-01-24 01:16:20.244943,2025-02-25 01:16:20.244943,3,
in_91fd9fa07f6f99,cus_df83db5d03d8f0,5818,sub_3565e11d63e536,29900,29900,GBP,paid,2025-02-24 15:16:20.244943,2025-02-24 17:16:20.244943,2025-02-24 17:16:20.244943,2025-02-22 17:16:20.244943,2025-03-26 17:16:20.244943,1,
in_b0b8016f3a0a8f,cus_df83db5d03d8f0,5818,sub_3565e11d63e536,29900,29900,gbp,paid,2025-03-26 12:16:20.244943,2025-04-01 14:16:20.244943,2025-03-26 14:16:20.244943,2025-03-24 14:16:20.244943,2025-04-25 14:16:20.244943,1,
in_0318f6c95ba48d,cus_df83db5d03d8f0,5818,sub_3565e11d63e536,29900,29900,eur,paid,2025-04-25 19:16:20.244943,2025-05-03 01:16:20.244943,2025-04-26 01:16:20.244943,2025-04-23 01:16:20.244943,2025-05-26 01:16:20.244943,1,
in_dca0257bebd436,cus_df83db5d03d8f0,5818,sub_3565e11d63e536,29900,29900,GBP,paid,2025-05-25 14:16:20.244943,2025-05-27 05:16:20.244943,2025-05-26 05:16:20.244943,2025-05-24 05:16:20.244943,2025-06-25 05:16:20.244943,1,
in_c89146af3abf27,cus_fbcb1e1beaf20b,5823,sub_99b2f93cd7f14b,19900,19900,gbp,paid,2025-01-11 23:58:23.600170,2025-01-12 19:58:23.600170,2025-01-12 19:58:23.600170,2025-01-10 19:58:23.600170,2025-02-11 19:58:23.600170,1,
in_b82fec3a9d79df,cus_fbcb1e1beaf20b,5823,sub_99b2f93cd7f14b,19900,19900,USD,paid,2025-02-11 09:58:23.600170,2025-02-14 01:58:23.600170,2025-02-12 01:58:23.600170,2025-02-12 01:58:23.600170,2025-03-14 01:58:23.600170,1,
in_5d073ab7347492,cus_fbcb1e1beaf20b,5823,sub_99b2f93cd7f14b,19900,19900,GBP,paid,2025-03-13 06:58:23.600170,2025-03-16 04:58:23.600170,2025-03-14 04:58:23.600170,2025-03-13 04:58:23.600170,2025-04-13 04:58:23.600170,1,
in_0149274ad808ed,cus_5b4628718c5a98,5826,sub_b90bf0383b1e66,29900,29900,eur,paid,2025-01-05 02:45:22.618596,2025-01-12 13:45:22.618596,2025-01-05 13:45:22.618596,2024-12-31 13:45:22.618596,2025-02-04 13:45:22.618596,1,
in_806e5137a01493,cus_8c53412260a98d,5837,sub_30a63ce8597b4b,9900,9900,eur,paid,2025-01-09 17:14:10.919535,2025-01-09 19:14:10.919535,2025-01-09 19:14:10.919535,2025-01-08 19:14:10.919535,2025-02-08 19:14:10.919535,3,
in_94b153f6b0abc6,cus_8c53412260a98d,5837,sub_30a63ce8597b4b,9900,9900,usd,paid,2025-01-10 03:53:20.300137,2025-01-12 20:53:20.300137,2025-01-10 20:53:20.300137,2025-01-09 20:53:20.300137,2025-02-09 20:53:20.300137,1,
in_15147cb295eedb,cus_8c53412260a98d,5837,sub_30a63ce8597b4b,9900,9900,gbp,paid,2025-01-14 02:27:40.335861,2025-01-19 03:27:40.335861,2025-01-14 03:27:40.335861,2025-01-12 03:27:40.335861,2025-02-13 03:27:40.335861,2,
in_baa89475f873e5,cus_8c53412260a98d,5837,sub_30a63ce8597b4b,9900,9900,usd,paid,2025-02-12 15:27:40.335861,2025-02-16 06:27:40.335861,2025-02-13 06:27:40.335861,2025-02-11 06:27:40.335861,2025-03-15 06:27:40.335861,1,
in_81c0b3cfcad726,cus_b2967dfb9ac241,5839,sub_92d6d79cc0fdab,19900,19900,USD,paid,2025-01-25 10:26:54.734221,2025-01-31 10:26:54.734221,2025-01-26 10:26:54.734221,2025-01-26 10:26:54.734221,2025-02-25 10:26:54.734221,3,
in_3fe507ecb8ec6b,cus_b2967dfb9ac241,5839,sub_92d6d79cc0fdab,19900,19900,gbp,paid,2025-01-28 06:57:38.236114,2025-02-04 06:57:38.236114,2025-01-28 06:57:38.236114,2025-01-24 06:57:38.236114,2025-02-27 06:57:38.236114,1,
in_864ce821eb6521,cus_b2967dfb9ac241,5839,sub_92d6d79cc0fdab,19900,19900,gbp,paid,2025-02-27 14:57:38.236114,2025-02-28 18:57:38.236114,2025-02-27 18:57:38.236114,2025-02-26 18:57:38.236114,2025-03-29 18:57:38.236114,1,
in_214b734d98dceb,cus_b2967dfb9ac241,5839,sub_92d6d79cc0fdab,19900,19900,eur,paid,2025-03-28 20:57:38.236114,2025-03-31 11:57:38.236114,2025-03-29 11:57:38.236114,2025-03-28 11:57:38.236114,2025-04-28 11:57:38.236114,1,
in_4070ff24dceec8,cus_dd22bece7c300b,5840,sub_45cba4ed23b0fa,9900,9900,gbp,paid,2025-01-06 08:12:56.556848,2025-01-11 03:12:56.556848,2025-01-07 03:12:56.556848,2025-01-06 03:12:56.556848,2025-02-06 03:12:56.556848,2,
in_a800fb2a9d86df,cus_dd22bece7c300b,5840,sub_45cba4ed23b0fa,9900,9900,usd,paid,2025-02-06 05:12:56.556848,2025-02-11 15:12:56.556848,2025-02-06 15:12:56.556848,2025-02-05 15:12:56.556848,2025-03-08 15:12:56.556848,1,
in_b754c902ef01b8,cus_dd22bece7c300b,5840,sub_45cba4ed23b0fa,9900,9900,USD,paid,2025-03-06 22:12:56.556848,2025-03-13 18:12:56.556848,2025-03-07 18:12:56.556848,2025-03-05 18:12:56.556848,2025-04-06 18:12:56.556848,1,
in_a2e9b5d03c9e1a,cus_dd22bece7c300b,5840,sub_45cba4ed23b0fa,9900,0,USD,open,2025-04-06 05:12:56.556848,2025-04-07 20:12:56.556848,,2025-04-06 20:12:56.556848,2025-05-06 20:12:56.556848,2,2025-04-11 20:12:56.556848
in_d432d5358e38cc,cus_59c8e5203fd16b,5848,sub_12398e1e9750d7,19900,19900,usd,paid,2025-01-15 19:59:54.433230,2025-01-17 05:59:54.433230,2025-01-16 05:59:54.433230,2025-01-15 05:59:54.433230,2025-02-15 05:59:54.433230,3,
in_4f18867aeb2c30,cus_59c8e5203fd16b,5848,sub_12398e1e9750d7,19900,19900,gbp,paid,2025-02-14 20:59:54.433230,2025-02-15 06:59:54.433230,2025-02-15 06:59:54.433230,2025-02-15 06:59:54.433230,2025-03-17 06:59:54.433230,1,
in_351d49f2dd705e,cus_59c8e5203fd16b,5848,sub_12398e1e9750d7,19900,19900,usd,paid,2025-03-16 10:59:54.433230,2025-03-17 23:59:54.433230,2025-03-16 23:59:54.433230,2025-03-13 23:59:54.433230,2025-04-15 23:59:54.433230,1,
in_a8dee51e262a0c,cus_7c14d01543f642,5849,sub_3e91d60aa891b6,29900,0,gbp,open,2025-01-23 15:59:51.500496,2025-01-25 16:59:51.500496,,2025-01-23 16:59:51.500496,2025-02-22 16:59:51.500496,1,2025-01-28 16:59:51.500496
in_9d78040968c49a,cus_7c14d01543f642,5849,sub_3e91d60aa891b6,29900,29900,eur,paid,2025-01-23 11:42:02.319285,2025-01-26 17:42:02.319285,2025-01-23 17:42:02.319285,2025-01-19 17:42:02.319285,2025-02-22 17:42:02.319285,3,
in_60b3b3cf61d5dd,cus_7c14d01543f642,5849,sub_3e91d60aa891b6,29900,29900,USD,paid,2025-01-26 21:02:03.434376,2025-02-03 00:02:03.434376,2025-01-27 00:02:03.434376,2025-01-22 00:02:03.434376,2025-02-26 00:02:03.434376,1,
in_52f0feaff87a1f,cus_7c14d01543f642,5849,sub_3e91d60aa891b6,29900,29900,eur,paid,2025-02-25 10:02:03.434376,2025-03-02 08:02:03.434376,2025-02-26 08:02:03.434376,2025-02-23 08:02:03.434376,2025-03-28 08:02:03.434376,1,
in_9b841d43e5cc83,cus_7c14d01543f642,5849,sub_3e91d60aa891b6,29900,29900,GBP,paid,2025-03-27 01:02:03.434376,2025-04-01 23:02:03.434376,2025-03-27 23:02:03.434376,2025-03-27 23:02:03.434376,2025-04-26 23:02:03.434376,1,
